symbol,a_date,a_open,a_high,a_low,a_close,a_length,a_min_max,b_date,b_open,b_high,b_low,b_close,b_length,b_min_max,c_date,c_open,c_high,c_low,c_close,c_length,c_min_max,d_date,d_open,d_high,d_low,d_close,d_length,d_min_max,trade_open,trade_risk_exit_price,trade_reward_exit_price,trade_enter_price,trade_current_price,trade_length,trade_pnl,trade_result,trade_date,trade_symbol,trade_bc_price_retracement,trade_cd_price_retracement,trade_snr,trade_year,trade_month,trade_day
ADBE,2025-03-07,442.0,452.51,440.98,449.39,3,431.0,2025-03-11,432.88,441.32,431.0,433.66,2,443.8999938964844,2025-03-12,436.69,443.89,435.5,438.6,152,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,316.34,443.89,329.23,335.35,0,6.12,,2025-11-04,ADBE,59.92561599256157,541.0971641097166,327.5,2025,10,16
ADBE,2024-09-12,581.44,587.75,572.97,586.54,142,332.010009765625,2025-04-07,335.54,358.35,332.01,340.7,32,422.95001220703125,2025-05-21,414.85,422.95,412.58,414.02,103,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,238.29,422.95,329.23,335.35,0,6.12,,2025-11-04,ADBE,35.55955267068116,37.32306248533666,327.5,2025,10,16
ADBE,2024-12-09,556.09,557.89,546.11,547.92,81,332.010009765625,2025-04-07,335.54,358.35,332.01,340.7,32,422.95001220703125,2025-05-21,414.85,422.95,412.58,414.02,103,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,238.29,422.95,329.23,335.35,0,6.12,,2025-11-04,ADBE,40.260315211616785,42.256950593235345,327.5,2025,10,16
ADBE,2025-02-13,465.2,465.69,457.02,459.22,37,332.010009765625,2025-04-07,335.54,358.35,332.01,340.7,32,422.95001220703125,2025-05-21,414.85,422.95,412.58,414.02,103,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,238.29,422.95,329.23,335.35,0,6.12,,2025-11-04,ADBE,68.02812687013764,71.40185517654099,327.5,2025,10,16
ADBE,2025-03-05,443.64,453.26,443.1,451.23,24,332.010009765625,2025-04-07,335.54,358.35,332.01,340.7,32,422.95001220703125,2025-05-21,414.85,422.95,412.58,414.02,103,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,238.29,422.95,329.23,335.35,0,6.12,,2025-11-04,ADBE,75.00206185567009,78.72164948453607,327.5,2025,10,16
ADBE,2025-03-07,442.0,452.51,440.98,449.39,22,332.010009765625,2025-04-07,335.54,358.35,332.01,340.7,32,422.95001220703125,2025-05-21,414.85,422.95,412.58,414.02,103,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,238.29,422.95,329.23,335.35,0,6.12,,2025-11-04,ADBE,75.4688796680498,79.21161825726139,327.5,2025,10,16
ADBE,2025-03-12,436.69,443.89,435.5,438.6,19,332.010009765625,2025-04-07,335.54,358.35,332.01,340.7,32,422.95001220703125,2025-05-21,414.85,422.95,412.58,414.02,103,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,238.29,422.95,329.23,335.35,0,6.12,,2025-11-04,ADBE,81.28351805505899,85.31462281015372,327.5,2025,10,16
ADBE,2025-05-21,414.85,422.95,412.58,414.02,8,396.7300109863281,2025-06-02,408.88,410.0,396.73,403.39,4,421.4800109863281,2025-06-05,415.0,421.48,413.98,415.2,93,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,304.48,421.48,329.23,335.35,0,6.12,,2025-11-04,ADBE,94.39359267734564,358.42868039664427,327.5,2025,10,16
ADBE,2025-06-05,415.0,421.48,413.98,415.2,5,410.4200134277344,2025-06-11,415.2,416.04,410.42,412.83,2,416.3900146484375,2025-06-12,411.42,416.39,410.76,413.67,88,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,323.26,416.39,329.23,335.35,0,6.12,,2025-11-04,ADBE,53.97830018083155,803.7070524412293,327.5,2025,10,16
ADBE,2025-06-10,416.6,419.82,414.42,416.05,2,410.4200134277344,2025-06-11,415.2,416.04,410.42,412.83,2,416.3900146484375,2025-06-12,411.42,416.39,410.76,413.67,88,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,323.26,416.39,329.23,335.35,0,6.12,,2025-11-04,ADBE,63.51063829787218,945.6382978723425,327.5,2025,10,16
ADBE,2025-05-21,414.85,422.95,412.58,414.02,17,383.75,2025-06-13,392.5,399.85,383.75,391.67,2,405.0,2025-06-16,392.98,405.0,391.1,401.73,86,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,307.98,405.0,329.23,335.35,0,6.12,,2025-11-04,ADBE,54.20918367346941,197.70408163265313,327.5,2025,10,16
ADBE,2025-06-05,415.0,421.48,413.98,415.2,7,383.75,2025-06-13,392.5,399.85,383.75,391.67,2,405.0,2025-06-16,392.98,405.0,391.1,401.73,86,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,307.98,405.0,329.23,335.35,0,6.12,,2025-11-04,ADBE,56.32122979061752,205.4068380598992,327.5,2025,10,16
ADBE,2025-06-10,416.6,419.82,414.42,416.05,4,383.75,2025-06-13,392.5,399.85,383.75,391.67,2,405.0,2025-06-16,392.98,405.0,391.1,401.73,86,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,307.98,405.0,329.23,335.35,0,6.12,,2025-11-04,ADBE,58.913224286110356,214.859994455226,327.5,2025,10,16
ADBE,2025-06-12,411.42,416.39,410.76,413.67,2,383.75,2025-06-13,392.5,399.85,383.75,391.67,2,405.0,2025-06-16,392.98,405.0,391.1,401.73,86,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,307.98,405.0,329.23,335.35,0,6.12,,2025-11-04,ADBE,65.1041666666667,237.4387254901962,327.5,2025,10,16
ADBE,2025-05-21,414.85,422.95,412.58,414.02,21,373.760009765625,2025-06-20,380.48,382.29,373.76,376.92,8,392.5799865722656,2025-07-01,385.1,392.57,381.51,392.1,76,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,310.42,392.57,329.23,335.35,0,6.12,,2025-11-04,ADBE,38.2394795690181,132.28298434641187,327.5,2025,10,16
ADBE,2025-06-05,415.0,421.48,413.98,415.2,11,373.760009765625,2025-06-20,380.48,382.29,373.76,376.92,8,392.5799865722656,2025-07-01,385.1,392.57,381.51,392.1,76,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,310.42,392.57,329.23,335.35,0,6.12,,2025-11-04,ADBE,39.41743503772002,136.357921207041,327.5,2025,10,16
ADBE,2025-06-10,416.6,419.82,414.42,416.05,8,373.760009765625,2025-06-20,380.48,382.29,373.76,376.92,8,392.5799865722656,2025-07-01,385.1,392.57,381.51,392.1,76,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,310.42,392.57,329.23,335.35,0,6.12,,2025-11-04,ADBE,40.838037342596614,141.27225358228395,327.5,2025,10,16
ADBE,2025-06-12,411.42,416.39,410.76,413.67,6,373.760009765625,2025-06-20,380.48,382.29,373.76,376.92,8,392.5799865722656,2025-07-01,385.1,392.57,381.51,392.1,76,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,310.42,392.57,329.23,335.35,0,6.12,,2025-11-04,ADBE,44.12385643912739,152.63898662913442,327.5,2025,10,16
ADBE,2025-06-16,392.98,405.0,391.1,401.73,4,373.760009765625,2025-06-20,380.48,382.29,373.76,376.92,8,392.5799865722656,2025-07-01,385.1,392.57,381.51,392.1,76,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,310.42,392.57,329.23,335.35,0,6.12,,2025-11-04,ADBE,60.211267605633786,208.29065300896278,327.5,2025,10,16
ADBE,2025-05-21,414.85,422.95,412.58,414.02,38,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,27.175097276264648,75.73540856031133,327.5,2025,10,16
ADBE,2025-06-05,415.0,421.48,413.98,415.2,28,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,27.81140490602107,77.5087607518318,327.5,2025,10,16
ADBE,2025-06-10,416.6,419.82,414.42,416.05,25,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,28.566753926701626,79.61387434554977,327.5,2025,10,16
ADBE,2025-06-12,411.42,416.39,410.76,413.67,23,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,30.265210608424404,84.34737389495585,327.5,2025,10,16
ADBE,2025-06-16,392.98,405.0,391.1,401.73,21,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,37.710583153347805,105.09719222462206,327.5,2025,10,16
ADBE,2025-07-01,385.1,392.57,381.51,392.1,11,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,51.55004428697973,143.66696191319755,327.5,2025,10,16
ADBE,2025-07-08,378.5,386.6,377.17,382.23,7,358.7099914550781,2025-07-16,364.58,365.55,358.7,361.76,10,376.1600036621094,2025-07-29,370.45,376.16,369.71,370.7,57,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,311.77,376.16,329.23,335.35,0,6.12,,2025-11-04,ADBE,62.58064516129037,174.40860215053752,327.5,2025,10,16
ADBE,2024-09-12,581.44,587.75,572.97,586.54,229,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,15.835629195607467,16.821233169066012,327.5,2025,10,16
ADBE,2024-12-09,556.09,557.89,546.11,547.92,168,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,17.910906298003077,19.02567478604346,327.5,2025,10,16
ADBE,2025-02-13,465.2,465.69,457.02,459.22,124,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,30.084776999631412,31.95724290453375,327.5,2025,10,16
ADBE,2025-03-05,443.64,453.26,443.1,451.23,111,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,33.11962343775362,35.18097711410488,327.5,2025,10,16
ADBE,2025-03-07,442.0,452.51,440.98,449.39,109,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,33.32244631338288,35.3964236139463,327.5,2025,10,16
ADBE,2025-03-12,436.69,443.89,435.5,438.6,106,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,35.84541062801934,38.076416337285934,327.5,2025,10,16
ADBE,2025-05-21,414.85,422.95,412.58,414.02,57,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,43.92422774728234,46.65805618340333,327.5,2025,10,16
ADBE,2025-06-05,415.0,421.48,413.98,415.2,47,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,44.63035870516186,47.40813648293966,327.5,2025,10,16
ADBE,2025-06-10,416.6,419.82,414.42,416.05,44,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,45.45555803074183,48.284695923368275,327.5,2025,10,16
ADBE,2025-06-12,411.42,416.39,410.76,413.67,42,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,47.26114649681531,50.202663578459806,327.5,2025,10,16
ADBE,2025-06-16,392.98,405.0,391.1,401.73,40,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,54.44236926360727,57.83084311632876,327.5,2025,10,16
ADBE,2025-07-01,385.1,392.57,381.51,392.1,30,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,65.26467295698069,69.32672317287708,327.5,2025,10,16
ADBE,2025-07-08,378.5,386.6,377.17,382.23,26,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,72.15346534653465,76.64427157001418,327.5,2025,10,16
ADBE,2025-07-29,370.45,376.16,369.71,370.7,11,330.0400085449219,2025-08-12,333.51,338.76,330.04,338.42,27,370.8599853515625,2025-09-18,366.85,370.85,365.85,367.45,21,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,288.42,370.85,329.23,335.35,0,6.12,,2025-11-04,ADBE,88.4865568083261,93.99392888117957,327.5,2025,10,16
ADBE,2025-09-18,366.85,370.85,365.85,367.45,3,359.3599853515625,2025-09-22,364.16,365.38,359.35,364.07,2,368.7300109863281,2025-09-23,364.17,368.73,361.29,361.77,18,327.5,2025-10-16,333.85,336.64,327.5,329.23,13,336.64,true,319.85,368.73,329.23,335.35,0,6.12,,2025-11-04,ADBE,81.56521739130432,358.5217391304349,327.5,2025,10,16
ADBE,2025-09-18,366.85,370.85,365.85,367.45,5,347.79998779296875,2025-09-24,355.59,355.59,347.79,353.26,4,363.1700134277344,2025-09-29,362.04,363.17,358.79,359.42,14,327.5,2025-10-16,333.85,336.64,327.5,329.23,8,336.64,false,313.85,363.17,329.23,363.17,31,30.68,true,2025-10-28,ADBE,66.69557675628792,154.68343451864706,327.5,2025,10,16
ADBE,2025-09-23,364.17,368.73,361.29,361.77,2,347.79998779296875,2025-09-24,355.59,355.59,347.79,353.26,4,363.1700134277344,2025-09-29,362.04,363.17,358.79,359.42,14,327.5,2025-10-16,333.85,336.64,327.5,329.23,8,336.64,false,313.85,363.17,329.23,363.17,28,30.68,true,2025-10-28,ADBE,73.44794651384909,170.34383954154737,327.5,2025,10,16
ADBE,2025-09-18,366.85,370.85,365.85,367.45,10,340.04998779296875,2025-10-01,347.16,349.82,340.04,343.72,4,357.3399963378906,2025-10-06,346.92,357.33,342.04,350.14,9,327.5,2025-10-16,333.85,336.64,327.5,329.23,3,336.64,false,311.94,357.33,329.23,357.33,26,28.31,true,2025-10-21,ADBE,56.118143459915494,96.81921454073347,327.5,2025,10,16
ADBE,2025-09-23,364.17,368.73,361.29,361.77,7,340.04998779296875,2025-10-01,347.16,349.82,340.04,343.72,4,357.3399963378906,2025-10-06,346.92,357.33,342.04,350.14,9,327.5,2025-10-16,333.85,336.64,327.5,329.23,3,336.64,false,311.94,357.33,329.23,357.33,23,28.31,true,2025-10-21,ADBE,60.26490066225153,103.97350993377479,327.5,2025,10,16
ADBE,2025-09-29,362.04,363.17,358.79,359.42,3,340.04998779296875,2025-10-01,347.16,349.82,340.04,343.72,4,357.3399963378906,2025-10-06,346.92,357.33,342.04,350.14,9,327.5,2025-10-16,333.85,336.64,327.5,329.23,3,336.64,false,311.94,357.33,329.23,357.33,19,28.31,true,2025-10-21,ADBE,74.75140510159952,128.966709900562,327.5,2025,10,16
ADM,2025-05-13,49.7,51.38,49.5,50.68,3,47.61000061035156,2025-05-15,49.11,49.19,47.61,48.86,3,50.88999938964844,2025-05-19,50.72,50.88,49.77,50.0,5,47.25,2025-05-23,47.59,48.06,47.25,47.93,14,48.06,false,44.66,50.88,47.93,50.88,25,4.07,true,2025-06-13,ADM,86.73740053050399,96.28647214854111,47.25,2025,5,23
AER,2024-09-19,97.47,98.48,96.44,98.27,9,92.69999694824219,2024-10-01,94.65,95.01,92.69,93.62,1,95.0199966430664,2024-10-01,94.65,95.01,92.69,93.62,3,91.5,2024-10-03,92.58,92.79,91.5,92.61,4,92.79,false,90.29,95.01,92.61,95.01,17,2.57,true,2024-10-09,AER,40.069084628670204,60.62176165803111,91.5,2024,10,3
AER,2024-09-23,97.22,98.08,96.23,96.62,7,92.69999694824219,2024-10-01,94.65,95.01,92.69,93.62,1,95.0199966430664,2024-10-01,94.65,95.01,92.69,93.62,3,91.5,2024-10-03,92.58,92.79,91.5,92.61,4,92.79,false,90.29,95.01,92.61,95.01,15,2.57,true,2024-10-09,AER,43.04267161410032,65.12059369202235,91.5,2024,10,3
AER,2024-09-26,95.77,97.23,94.29,94.44,4,92.69999694824219,2024-10-01,94.65,95.01,92.69,93.62,1,95.0199966430664,2024-10-01,94.65,95.01,92.69,93.62,3,91.5,2024-10-03,92.58,92.79,91.5,92.61,4,92.79,false,90.29,95.01,92.61,95.01,12,2.57,true,2024-10-09,AER,51.10132158590318,77.31277533039648,91.5,2024,10,3
AFL,2024-10-04,114.11,115.5,113.75,115.26,4,110.47000122070312,2024-10-09,112.23,112.48,110.47,111.05,8,115.44000244140625,2024-10-18,115.44,115.44,113.91,114.5,13,104.0,2024-11-05,104.38,105.58,104.0,105.55,30,105.58,false,100.58,115.44,105.55,100.58,55,-5.17,false,2024-12-18,AFL,98.80715705765402,227.43538767395614,104.0,2024,11,5
AIRE,2024-08-26,1.29,1.44,1.25,1.34,3,1.2200000286102295,2024-08-28,1.26,1.29,1.22,1.25,8,1.399999976158142,2024-09-09,1.34,1.39,1.25,1.32,5,1.149999976158142,2024-09-13,1.29,1.3,1.14,1.25,1,1.3,false,1.08,1.39,1.25,1.39,17,0.15,true,2024-09-16,AIRE,77.27272727272725,109.09091992811719,1.25,2024,9,13
AKAN,2024-05-24,5.17,5.65,3.02,4.11,11,2.119999885559082,2024-06-10,2.25,2.84,2.11,2.71,2,3.0799999237060547,2024-06-11,2.95,3.07,2.31,2.61,86,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.07,3.07,1.03,3.07,316,3.33,true,2025-08-26,AKAN,27.118644067796605,59.50847439846749,1.25,2024,10,11
AKAN,2024-06-11,2.95,3.07,2.31,2.61,6,2.1600000858306885,2024-06-18,2.33,2.33,2.16,2.23,3,2.880000114440918,2024-06-21,2.5,2.88,2.28,2.33,79,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.31,2.88,1.03,2.88,305,3.33,true,2025-08-26,AKAN,79.12087912087912,210.61538392370878,1.25,2024,10,11
AKAN,2024-05-24,5.17,5.65,3.02,4.11,45,1.3700000047683716,2024-07-30,1.54,1.58,1.37,1.46,4,2.049999952316284,2024-08-02,1.76,2.04,1.5,1.6,50,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.36,2.04,1.03,2.04,316,3.33,true,2025-08-26,AKAN,15.654205607476632,25.15420546041471,1.25,2024,10,11
AKAN,2024-06-11,2.95,3.07,2.31,2.61,34,1.3700000047683716,2024-07-30,1.54,1.58,1.37,1.46,4,2.049999952316284,2024-08-02,1.76,2.04,1.5,1.6,50,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.36,2.04,1.03,2.04,305,3.33,true,2025-08-26,AKAN,39.411764705882355,63.32941139445587,1.25,2024,10,11
AKAN,2024-06-21,2.5,2.88,2.28,2.33,27,1.3700000047683716,2024-07-30,1.54,1.58,1.37,1.46,4,2.049999952316284,2024-08-02,1.76,2.04,1.5,1.6,50,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.36,2.04,1.03,2.04,298,3.33,true,2025-08-26,AKAN,44.370860927152314,71.29801282819534,1.25,2024,10,11
AKAN,2024-07-12,2.16,2.53,2.16,2.25,13,1.3700000047683716,2024-07-30,1.54,1.58,1.37,1.46,4,2.049999952316284,2024-08-02,1.76,2.04,1.5,1.6,50,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.36,2.04,1.03,2.04,284,3.33,true,2025-08-26,AKAN,57.75862068965518,92.81034428497843,1.25,2024,10,11
AKAN,2024-07-17,2.21,2.4,2.21,2.3,10,1.3700000047683716,2024-07-30,1.54,1.58,1.37,1.46,4,2.049999952316284,2024-08-02,1.76,2.04,1.5,1.6,50,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,217,1.25,false,0.36,2.04,1.03,2.04,281,3.33,true,2025-08-26,AKAN,65.0485436893204,104.52427123356793,1.25,2024,10,11
AKAN,2024-05-24,5.17,5.65,3.02,4.11,52,1.2000000476837158,2024-08-08,1.32,1.4,1.2,1.24,4,1.598099946975708,2024-08-13,1.38,1.59,1.25,1.46,43,0.9634000062942505,2024-10-11,1.25,1.25,0.96,1.03,21,1.25,false,0.64,1.59,1.03,0.64,120,-0.26,false,2024-11-11,AKAN,8.764044943820227,14.080898734960664,1.25,2024,10,11
